Tabela de observabilidade - OPD 1.6m


Iluninação da lua: 30.2 %


--------------------------------------------------------------------------------------------------------------------------------------------------------


Objeto                           |  mag  |  rot  | 18:00 | 19:00 | 20:00 | 21:00 | 22:00 | 23:00 | 00:00 | 01:00 | 02:00 | 03:00 | 04:00 | 05:00 | 06:00 |
38628 Huya (2000 EB173)            	| RA, DEC 17 44 28.26 -07 42 23.0	| EL, AZ: 53.7  288.6	| Mag: 19.6 	| moon_dis: 155.1
174567 Varda (2003 MW12)           	| RA, DEC 17 55 30.19 -01 38 52.9	| EL, AZ: 52.7  299.6	| Mag: 20.2 	| moon_dis: 148.6
225088 Gonggong (2007 OR10)        	| RA, DEC 22 31 33.78 -10 04 47.7	| EL, AZ: 52.2  76.7 	| Mag: 21.4 	| moon_dis: 96.5 
470308 (2007 JH43)                 	| RA, DEC 17 07 36.66 -27 50 15.3	| EL, AZ: 50.3  253.0	| Mag: 21.0 	| moon_dis: 173.9
523713 (2014 JX80)                 	| RA, DEC 18 00 22.57 +05 08 22.5	| EL, AZ: 49.2  309.1	| Mag: 21.9 	| moon_dis: 142.2
470309 (2007 JK43)                 	| RA, DEC 18 48 15.17 +16 50 48.2	| EL, AZ: 46.6  333.6	| Mag: 21.7 	| moon_dis: 126.0
671467 (2014 LO28)                 	| RA, DEC 22 15 55.14 +12 09 53.0	| EL, AZ: 42.3  46.5 	| Mag: 21.3 	| moon_dis: 89.7 
40314 (1999 KR16)                  	| RA, DEC 16 54 20.53 -03 03 40.7	| EL, AZ: 40.5  286.1	| Mag: 21.1 	| moon_dis: 155.5
501546 (2014 JJ80)                 	| RA, DEC 22 32 41.74 +11 23 52.0	| EL, AZ: 39.9  51.0 	| Mag: 20.8 	| moon_dis: 86.4 
120216 (2004 EW95)                 	| RA, DEC 16 09 16.12 -43 21 54.2	| EL, AZ: 38.1  231.6	| Mag: 21.2 	| moon_dis: 162.8
120178 (2003 OP32)                 	| RA, DEC 23 11 51.15 +02 34 48.9	| EL, AZ: 37.4  67.5 	| Mag: 20.4 	| moon_dis: 81.7 
175113 (2004 PF115)                	| RA, DEC 23 47 15.72 -16 12 01.5	| EL, AZ: 36.9  93.6 	| Mag: 20.8 	| moon_dis: 83.2 
523692 (2014 EZ51)                 	| RA, DEC 16 06 25.17 -27 26 56.9	| EL, AZ: 36.8  251.7	| Mag: 21.3 	| moon_dis: 172.5
574372 (2010 JO179)                	| RA, DEC 17 03 36.59 +08 26 11.3	| EL, AZ: 36.3  300.1	| Mag: 21.9 	| moon_dis: 143.8
499514 (2010 OO127)                	| RA, DEC 22 45 09.01 +15 08 12.0	| EL, AZ: 35.1  50.1 	| Mag: 21.2 	| moon_dis: 82.0 
589683 (2010 RF43)                 	| RA, DEC 00 01 45.14 -20 05 32.8	| EL, AZ: 34.6  99.3 	| Mag: 21.3 	| moon_dis: 82.3 
307982 (2004 PG115)                	| RA, DEC 23 10 14.62 +10 12 10.3	| EL, AZ: 33.5  59.5 	| Mag: 21.2 	| moon_dis: 78.7 
145452 Ritona (2005 RN43)          	| RA, DEC 23 37 41.97 +02 15 41.6	| EL, AZ: 32.0  71.8 	| Mag: 19.9 	| moon_dis: 76.2 
90568 Goibniu (2004 GV9)           	| RA, DEC 15 43 52.62 -23 55 19.2	| EL, AZ: 31.1  254.7	| Mag: 20.2 	| moon_dis: 166.9
523705 (2014 HE200)                	| RA, DEC 15 49 29.61 -18 26 59.2	| EL, AZ: 31.1  261.3	| Mag: 22.0 	| moon_dis: 165.4
444030 (2004 NT33)                 	| RA, DEC 22 33 22.68 +24 04 13.6	| EL, AZ: 30.7  40.4 	| Mag: 20.6 	| moon_dis: 80.6 
559182 (2015 BZ518)                	| RA, DEC 15 40 41.99 -22 44 45.5	| EL, AZ: 30.2  255.8	| Mag: 21.6 	| moon_dis: 165.8
523727 (2014 NW65)                 	| RA, DEC 23 22 27.58 +11 52 37.7	| EL, AZ: 30.1  59.9 	| Mag: 19.2 	| moon_dis: 75.3 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-08-08 00:00 -- UTC: 2026-08-08 03:00
55576 Amycus (2002 GB10)           	| RA, DEC 20 42 57.32 -20 04 16.6	| EL, AZ: 84.7  298.2	| Mag: 21.5 	| moon_dis: 125.2
95626 (2002 GZ32)                  	| RA, DEC 19 58 04.93 -23 42 01.1	| EL, AZ: 75.1  262.6	| Mag: 19.9 	| moon_dis: 136.2
470599 (2008 OG19)                 	| RA, DEC 21 55 42.55 -08 30 53.9	| EL, AZ: 71.0  44.0 	| Mag: 20.8 	| moon_dis: 104.4
678191 (2017 OF69)                 	| RA, DEC 20 47 50.60 -03 23 36.0	| EL, AZ: 70.4  348.8	| Mag: 20.6 	| moon_dis: 117.0
10199 Chariklo (1997 CU26)         	| RA, DEC 21 32 33.35 -03 43 30.8	| EL, AZ: 69.7  21.9 	| Mag: 19.0 	| moon_dis: 107.4
225088 Gonggong (2007 OR10)        	| RA, DEC 22 31 33.68 -10 04 48.2	| EL, AZ: 65.3  62.9 	| Mag: 21.4 	| moon_dis: 97.2 
469442 (2002 GG166)                	| RA, DEC 19 03 53.48 -30 31 28.9	| EL, AZ: 62.4  246.9	| Mag: 20.0 	| moon_dis: 149.2
307261 Mani (2002 MS4)             	| RA, DEC 19 13 22.60 -04 51 45.2	| EL, AZ: 58.2  299.7	| Mag: 20.3 	| moon_dis: 137.7
50000 Quaoar (2002 LM60)           	| RA, DEC 18 43 39.95 -14 53 34.0	| EL, AZ: 56.3  277.0	| Mag: 18.8 	| moon_dis: 149.3
28978 Ixion (2001 KX76)            	| RA, DEC 18 31 22.17 -32 32 30.3	| EL, AZ: 55.2  245.0	| Mag: 19.3 	| moon_dis: 156.1
671467 (2014 LO28)                 	| RA, DEC 22 15 54.95 +12 09 52.6	| EL, AZ: 50.8  29.0 	| Mag: 21.3 	| moon_dis: 90.3 
175113 (2004 PF115)                	| RA, DEC 23 47 15.58 -16 12 03.0	| EL, AZ: 50.8  88.0 	| Mag: 20.8 	| moon_dis: 83.9 
120178 (2003 OP32)                 	| RA, DEC 23 11 51.00 +02 34 48.0	| EL, AZ: 49.6  55.4 	| Mag: 20.4 	| moon_dis: 82.5 
501546 (2014 JJ80)                 	| RA, DEC 22 32 41.52 +11 23 51.5	| EL, AZ: 49.4  35.1 	| Mag: 20.8 	| moon_dis: 87.1 
589683 (2010 RF43)                 	| RA, DEC 00 01 45.04 -20 05 33.9	| EL, AZ: 48.4  95.1 	| Mag: 21.3 	| moon_dis: 83.0 
119951 (2002 KX14)                 	| RA, DEC 17 57 59.37 -23 33 11.2	| EL, AZ: 47.7  259.2	| Mag: 20.7 	| moon_dis: 162.7
145452 Ritona (2005 RN43)          	| RA, DEC 23 37 41.83 +02 15 40.7	| EL, AZ: 44.7  61.6 	| Mag: 19.9 	| moon_dis: 76.9 
307982 (2004 PG115)                	| RA, DEC 23 10 14.46 +10 12 09.8	| EL, AZ: 44.7  46.9 	| Mag: 21.2 	| moon_dis: 79.4 
499514 (2010 OO127)                	| RA, DEC 22 45 08.85 +15 08 11.5	| EL, AZ: 44.7  35.8 	| Mag: 21.2 	| moon_dis: 82.7 
278361 (2007 JJ43)                 	| RA, DEC 17 31 45.03 -24 58 12.4	| EL, AZ: 42.0  256.0	| Mag: 20.7 	| moon_dis: 168.8
523727 (2014 NW65)                 	| RA, DEC 23 22 27.27 +11 52 36.7	| EL, AZ: 41.4  48.2 	| Mag: 19.2 	| moon_dis: 76.0 
471172 (2010 JC80)                 	| RA, DEC 17 25 13.62 -24 55 33.0	| EL, AZ: 40.5  255.8	| Mag: 21.3 	| moon_dis: 170.2
469506 (2003 FF128)                	| RA, DEC 17 26 22.21 -22 56 35.8	| EL, AZ: 40.4  258.4	| Mag: 21.9 	| moon_dis: 169.2
38628 Huya (2000 EB173)            	| RA, DEC 17 44 28.11 -07 42 24.0	| EL, AZ: 40.2  279.2	| Mag: 19.6 	| moon_dis: 155.5
174567 Varda (2003 MW12)           	| RA, DEC 17 55 30.07 -01 38 53.8	| EL, AZ: 40.0  287.9	| Mag: 20.2 	| moon_dis: 148.9
470309 (2007 JK43)                 	| RA, DEC 18 48 14.92 +16 50 46.6	| EL, AZ: 38.6  317.2	| Mag: 21.7 	| moon_dis: 126.3
444030 (2004 NT33)                 	| RA, DEC 22 33 22.49 +24 04 13.4	| EL, AZ: 38.4  26.6 	| Mag: 20.6 	| moon_dis: 81.2 
523713 (2014 JX80)                 	| RA, DEC 18 00 22.44 +05 08 21.2	| EL, AZ: 37.5  296.2	| Mag: 21.9 	| moon_dis: 142.4
470308 (2007 JH43)                 	| RA, DEC 17 07 36.56 -27 50 15.1	| EL, AZ: 37.1  251.3	| Mag: 21.0 	| moon_dis: 174.6
145480 (2005 TB190)                	| RA, DEC 00 23 14.36 +00 17 47.7	| EL, AZ: 36.1  71.7 	| Mag: 21.3 	| moon_dis: 67.8 
523639 (2010 RE64)                 	| RA, DEC 00 53 53.44 -07 01 35.0	| EL, AZ: 32.4  83.7 	| Mag: 21.3 	| moon_dis: 65.3 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-08-08 01:00 -- UTC: 2026-08-08 04:00
470599 (2008 OG19)                 	| RA, DEC 21 55 42.36 -08 30 55.0	| EL, AZ: 75.7  352.7	| Mag: 20.8 	| moon_dis: 105.1
225088 Gonggong (2007 OR10)        	| RA, DEC 22 31 33.59 -10 04 48.6	| EL, AZ: 75.7  29.7 	| Mag: 21.4 	| moon_dis: 97.9 
55576 Amycus (2002 GB10)           	| RA, DEC 20 42 56.98 -20 04 17.6	| EL, AZ: 71.2  274.1	| Mag: 21.5 	| moon_dis: 125.8
10199 Chariklo (1997 CU26)         	| RA, DEC 21 32 32.90 -03 43 32.1	| EL, AZ: 69.7  337.6	| Mag: 19.0 	| moon_dis: 108.0
175113 (2004 PF115)                	| RA, DEC 23 47 15.44 -16 12 04.4	| EL, AZ: 64.6  79.9 	| Mag: 20.8 	| moon_dis: 84.6 
678191 (2017 OF69)                 	| RA, DEC 20 47 50.40 -03 23 36.8	| EL, AZ: 63.5  313.9	| Mag: 20.6 	| moon_dis: 117.7
589683 (2010 RF43)                 	| RA, DEC 00 01 44.93 -20 05 35.0	| EL, AZ: 62.3  90.2 	| Mag: 21.3 	| moon_dis: 83.7 
95626 (2002 GZ32)                  	| RA, DEC 19 58 04.52 -23 42 02.6	| EL, AZ: 61.4  261.6	| Mag: 19.9 	| moon_dis: 136.9
120178 (2003 OP32)                 	| RA, DEC 23 11 50.86 +02 34 47.1	| EL, AZ: 59.7  35.8 	| Mag: 20.4 	| moon_dis: 83.1 
145452 Ritona (2005 RN43)          	| RA, DEC 23 37 41.69 +02 15 39.8	| EL, AZ: 56.0  45.8 	| Mag: 19.9 	| moon_dis: 77.6 
501546 (2014 JJ80)                 	| RA, DEC 22 32 41.30 +11 23 50.9	| EL, AZ: 55.2  12.8 	| Mag: 20.8 	| moon_dis: 87.7 
671467 (2014 LO28)                 	| RA, DEC 22 15 54.75 +12 09 52.2	| EL, AZ: 55.0  5.5  	| Mag: 21.3 	| moon_dis: 90.9 
307982 (2004 PG115)                	| RA, DEC 23 10 14.31 +10 12 09.3	| EL, AZ: 53.2  28.4 	| Mag: 21.2 	| moon_dis: 80.0 
499514 (2010 OO127)                	| RA, DEC 22 45 08.69 +15 08 11.1	| EL, AZ: 50.8  16.2 	| Mag: 21.2 	| moon_dis: 83.3 
523727 (2014 NW65)                 	| RA, DEC 23 22 26.97 +11 52 35.7	| EL, AZ: 50.3  31.4 	| Mag: 19.2 	| moon_dis: 76.6 
469442 (2002 GG166)                	| RA, DEC 19 03 53.05 -30 31 28.9	| EL, AZ: 49.5  248.9	| Mag: 20.0 	| moon_dis: 149.9
145480 (2005 TB190)                	| RA, DEC 00 23 14.28 +00 17 46.8	| EL, AZ: 48.9  60.8 	| Mag: 21.3 	| moon_dis: 68.5 
523639 (2010 RE64)                 	| RA, DEC 00 53 53.37 -07 01 35.9	| EL, AZ: 46.0  75.9 	| Mag: 21.3 	| moon_dis: 65.9 
307261 Mani (2002 MS4)             	| RA, DEC 19 13 22.44 -04 51 45.9	| EL, AZ: 45.4  286.9	| Mag: 20.3 	| moon_dis: 138.3
444030 (2004 NT33)                 	| RA, DEC 22 33 22.30 +24 04 13.2	| EL, AZ: 42.7  9.4  	| Mag: 20.6 	| moon_dis: 81.7 
28978 Ixion (2001 KX76)            	| RA, DEC 18 31 21.97 -32 32 30.2	| EL, AZ: 42.6  245.8	| Mag: 19.3 	| moon_dis: 156.8
50000 Quaoar (2002 LM60)           	| RA, DEC 18 43 39.79 -14 53 34.5	| EL, AZ: 42.4  270.2	| Mag: 18.8 	| moon_dis: 149.9
469372 (2001 QF298)                	| RA, DEC 01 19 15.97 -04 43 41.7	| EL, AZ: 39.3  76.8 	| Mag: 21.9 	| moon_dis: 59.5 
523794 (2015 RR245)                	| RA, DEC 00 50 16.11 +07 57 06.7	| EL, AZ: 38.9  58.0 	| Mag: 21.6 	| moon_dis: 58.9 
119951 (2002 KX14)                 	| RA, DEC 17 57 59.22 -23 33 11.1	| EL, AZ: 34.1  256.0	| Mag: 20.7 	| moon_dis: 163.3
469750 (2005 PU21)                 	| RA, DEC 01 22 24.44 +07 45 16.6	| EL, AZ: 32.5  63.9 	| Mag: 21.8 	| moon_dis: 52.0 
501581 (2014 OB394)                	| RA, DEC 01 11 16.80 +12 15 58.9	| EL, AZ: 32.1  57.6 	| Mag: 21.9 	| moon_dis: 52.4 
120347 Salacia (2004 SB60)         	| RA, DEC 00 07 17.13 +27 19 30.4	| EL, AZ: 31.7  32.5 	| Mag: 20.8 	| moon_dis: 61.0 
834655 (2010 RD188)                	| RA, DEC 02 02 36.50 -08 17 12.1	| EL, AZ: 30.9  86.0 	| Mag: 21.8 	| moon_dis: 53.5 
136199 Eris (2003 UB313)           	| RA, DEC 01 49 57.79 +00 06 48.3	| EL, AZ: 30.3  75.6 	| Mag: 18.6 	| moon_dis: 50.4 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-08-08 02:00 -- UTC: 2026-08-08 05:00
175113 (2004 PF115)                	| RA, DEC 23 47 15.31 -16 12 05.8	| EL, AZ: 77.7  60.0 	| Mag: 20.8 	| moon_dis: 85.2 
589683 (2010 RF43)                 	| RA, DEC 00 01 44.82 -20 05 36.1	| EL, AZ: 76.1  82.0 	| Mag: 21.3 	| moon_dis: 84.3 
225088 Gonggong (2007 OR10)        	| RA, DEC 22 31 33.50 -10 04 49.1	| EL, AZ: 75.3  327.8	| Mag: 21.4 	| moon_dis: 98.5 
470599 (2008 OG19)                 	| RA, DEC 21 55 42.17 -08 30 56.1	| EL, AZ: 68.5  308.5	| Mag: 20.8 	| moon_dis: 105.7
120178 (2003 OP32)                 	| RA, DEC 23 11 50.71 +02 34 46.1	| EL, AZ: 64.7  5.1  	| Mag: 20.4 	| moon_dis: 83.8 
145452 Ritona (2005 RN43)          	| RA, DEC 23 37 41.56 +02 15 38.9	| EL, AZ: 63.7  19.8 	| Mag: 19.9 	| moon_dis: 78.2 
10199 Chariklo (1997 CU26)         	| RA, DEC 21 32 32.45 -03 43 33.4	| EL, AZ: 61.0  307.5	| Mag: 19.0 	| moon_dis: 108.6
145480 (2005 TB190)                	| RA, DEC 00 23 14.19 +00 17 45.9	| EL, AZ: 59.9  43.0 	| Mag: 21.3 	| moon_dis: 69.2 
523639 (2010 RE64)                 	| RA, DEC 00 53 53.30 -07 01 36.8	| EL, AZ: 59.1  63.9 	| Mag: 21.3 	| moon_dis: 66.6 
55576 Amycus (2002 GB10)           	| RA, DEC 20 42 56.63 -20 04 18.6	| EL, AZ: 57.3  267.8	| Mag: 21.5 	| moon_dis: 126.5
307982 (2004 PG115)                	| RA, DEC 23 10 14.16 +10 12 08.8	| EL, AZ: 57.1  3.2  	| Mag: 21.2 	| moon_dis: 80.6 
523727 (2014 NW65)                 	| RA, DEC 23 22 26.66 +11 52 34.6	| EL, AZ: 55.1  8.2  	| Mag: 19.2 	| moon_dis: 77.2 
501546 (2014 JJ80)                 	| RA, DEC 22 32 41.07 +11 23 50.4	| EL, AZ: 55.1  346.8	| Mag: 20.8 	| moon_dis: 88.3 
671467 (2014 LO28)                 	| RA, DEC 22 15 54.55 +12 09 51.8	| EL, AZ: 53.3  340.4	| Mag: 21.3 	| moon_dis: 91.5 
469372 (2001 QF298)                	| RA, DEC 01 19 15.92 -04 43 42.8	| EL, AZ: 52.5  66.5 	| Mag: 21.9 	| moon_dis: 60.1 
678191 (2017 OF69)                 	| RA, DEC 20 47 50.21 -03 23 37.7	| EL, AZ: 52.0  295.5	| Mag: 20.6 	| moon_dis: 118.2
499514 (2010 OO127)                	| RA, DEC 22 45 08.53 +15 08 10.6	| EL, AZ: 51.9  352.9	| Mag: 21.2 	| moon_dis: 83.8 
523794 (2015 RR245)                	| RA, DEC 00 50 16.04 +07 57 06.4	| EL, AZ: 49.7  43.6 	| Mag: 21.6 	| moon_dis: 59.6 
95626 (2002 GZ32)                  	| RA, DEC 19 58 04.12 -23 42 04.1	| EL, AZ: 47.7  259.1	| Mag: 19.9 	| moon_dis: 137.5
834655 (2010 RD188)                	| RA, DEC 02 02 36.48 -08 17 13.2	| EL, AZ: 44.6  78.8 	| Mag: 21.8 	| moon_dis: 54.1 
469750 (2005 PU21)                 	| RA, DEC 01 22 24.40 +07 45 16.2	| EL, AZ: 44.3  52.2 	| Mag: 21.8 	| moon_dis: 52.7 
136199 Eris (2003 UB313)           	| RA, DEC 01 49 57.77 +00 06 47.9	| EL, AZ: 43.5  66.4 	| Mag: 18.6 	| moon_dis: 51.0 
523736 (2014 QA442)                	| RA, DEC 02 19 32.22 -15 21 54.5	| EL, AZ: 43.2  90.0 	| Mag: 20.8 	| moon_dis: 56.4 
501581 (2014 OB394)                	| RA, DEC 01 11 16.72 +12 15 59.1	| EL, AZ: 43.0  45.1 	| Mag: 21.9 	| moon_dis: 53.0 
444030 (2004 NT33)                 	| RA, DEC 22 33 22.11 +24 04 13.0	| EL, AZ: 42.7  350.7	| Mag: 20.6 	| moon_dis: 82.2 
303775 (2005 QU182)                	| RA, DEC 01 57 04.94 -00 01 01.3	| EL, AZ: 42.0  67.9 	| Mag: 21.4 	| moon_dis: 49.7 
728767 (2010 RF64)                 	| RA, DEC 02 29 38.32 -15 10 28.2	| EL, AZ: 40.8  90.8 	| Mag: 21.4 	| moon_dis: 54.7 
120347 Salacia (2004 SB60)         	| RA, DEC 00 07 17.01 +27 19 30.9	| EL, AZ: 37.6  18.0 	| Mag: 20.8 	| moon_dis: 61.5 
307616 (2003 QW90)                 	| RA, DEC 01 43 32.35 +12 34 28.8	| EL, AZ: 37.2  52.1 	| Mag: 21.6 	| moon_dis: 45.8 
469442 (2002 GG166)                	| RA, DEC 19 03 52.61 -30 31 28.9	| EL, AZ: 36.6  247.9	| Mag: 20.0 	| moon_dis: 150.6
2060 Chiron (1977 UB)              	| RA, DEC 01 53 09.28 +11 51 33.7	| EL, AZ: 35.9  54.7 	| Mag: 18.4 	| moon_dis: 44.0 
523640 (2010 RO64)                 	| RA, DEC 02 16 58.44 +04 48 44.8	| EL, AZ: 35.3  66.0 	| Mag: 21.6 	| moon_dis: 42.8 
307261 Mani (2002 MS4)             	| RA, DEC 19 13 22.28 -04 51 46.6	| EL, AZ: 31.8  278.7	| Mag: 20.3 	| moon_dis: 138.7
35671 (1998 SN165)                 	| RA, DEC 02 21 20.69 +12 07 53.4	| EL, AZ: 30.3  59.4 	| Mag: 21.5 	| moon_dis: 37.9 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-08-08 03:00 -- UTC: 2026-08-08 06:00
589683 (2010 RF43)                 	| RA, DEC 00 01 44.71 -20 05 37.2	| EL, AZ: 87.4  351.8	| Mag: 21.3 	| moon_dis: 84.9 
175113 (2004 PF115)                	| RA, DEC 23 47 15.17 -16 12 07.2	| EL, AZ: 82.5  329.0	| Mag: 20.8 	| moon_dis: 85.8 
523639 (2010 RE64)                 	| RA, DEC 00 53 53.23 -07 01 37.8	| EL, AZ: 70.2  39.8 	| Mag: 21.3 	| moon_dis: 67.1 
145480 (2005 TB190)                	| RA, DEC 00 23 14.10 +00 17 44.9	| EL, AZ: 66.5  12.6 	| Mag: 21.3 	| moon_dis: 69.7 
225088 Gonggong (2007 OR10)        	| RA, DEC 22 31 33.41 -10 04 49.6	| EL, AZ: 64.7  296.1	| Mag: 21.4 	| moon_dis: 99.1 
469372 (2001 QF298)                	| RA, DEC 01 19 15.87 -04 43 44.0	| EL, AZ: 64.3  48.4 	| Mag: 21.9 	| moon_dis: 60.7 
145452 Ritona (2005 RN43)          	| RA, DEC 23 37 41.42 +02 15 38.0	| EL, AZ: 64.3  345.1	| Mag: 19.9 	| moon_dis: 78.8 
120178 (2003 OP32)                 	| RA, DEC 23 11 50.57 +02 34 45.2	| EL, AZ: 61.8  331.9	| Mag: 20.4 	| moon_dis: 84.3 
834655 (2010 RD188)                	| RA, DEC 02 02 36.46 -08 17 14.4	| EL, AZ: 58.0  68.1 	| Mag: 21.8 	| moon_dis: 54.6 
523794 (2015 RR245)                	| RA, DEC 00 50 15.98 +07 57 06.0	| EL, AZ: 57.3  21.9 	| Mag: 21.6 	| moon_dis: 60.1 
523736 (2014 QA442)                	| RA, DEC 02 19 32.23 -15 21 56.4	| EL, AZ: 57.1  83.3 	| Mag: 20.8 	| moon_dis: 56.9 
470599 (2008 OG19)                 	| RA, DEC 21 55 41.98 -08 30 57.2	| EL, AZ: 56.3  289.7	| Mag: 20.8 	| moon_dis: 106.3
136199 Eris (2003 UB313)           	| RA, DEC 01 49 57.74 +00 06 47.6	| EL, AZ: 55.5  52.3 	| Mag: 18.6 	| moon_dis: 51.6 
728767 (2010 RF64)                 	| RA, DEC 02 29 38.34 -15 10 30.1	| EL, AZ: 54.7  84.3 	| Mag: 21.4 	| moon_dis: 55.2 
307982 (2004 PG115)                	| RA, DEC 23 10 14.01 +10 12 08.3	| EL, AZ: 54.6  337.0	| Mag: 21.2 	| moon_dis: 81.1 
303775 (2005 QU182)                	| RA, DEC 01 57 04.92 -00 01 01.9	| EL, AZ: 54.2  54.6 	| Mag: 21.4 	| moon_dis: 50.3 
523727 (2014 NW65)                 	| RA, DEC 23 22 26.36 +11 52 33.6	| EL, AZ: 54.0  342.8	| Mag: 19.2 	| moon_dis: 77.7 
469750 (2005 PU21)                 	| RA, DEC 01 22 24.35 +07 45 15.7	| EL, AZ: 53.9  34.7 	| Mag: 21.8 	| moon_dis: 53.2 
501581 (2014 OB394)                	| RA, DEC 01 11 16.65 +12 15 59.2	| EL, AZ: 51.3  27.2 	| Mag: 21.9 	| moon_dis: 53.6 
501546 (2014 JJ80)                 	| RA, DEC 22 32 40.85 +11 23 49.9	| EL, AZ: 49.3  324.6	| Mag: 20.8 	| moon_dis: 88.8 
10199 Chariklo (1997 CU26)         	| RA, DEC 21 32 32.00 -03 43 34.7	| EL, AZ: 48.9  291.8	| Mag: 19.0 	| moon_dis: 109.2
499514 (2010 OO127)                	| RA, DEC 22 45 08.37 +15 08 10.2	| EL, AZ: 47.6  331.4	| Mag: 21.2 	| moon_dis: 84.3 
523640 (2010 RO64)                 	| RA, DEC 02 16 58.44 +04 48 44.4	| EL, AZ: 47.3  54.0 	| Mag: 21.6 	| moon_dis: 43.4 
307616 (2003 QW90)                 	| RA, DEC 01 43 32.31 +12 34 28.8	| EL, AZ: 47.0  37.3 	| Mag: 21.6 	| moon_dis: 46.4 
671467 (2014 LO28)                 	| RA, DEC 22 15 54.36 +12 09 51.4	| EL, AZ: 46.3  320.2	| Mag: 21.3 	| moon_dis: 92.0 
2060 Chiron (1977 UB)              	| RA, DEC 01 53 09.25 +11 51 33.3	| EL, AZ: 46.2  40.7 	| Mag: 18.4 	| moon_dis: 44.6 
55576 Amycus (2002 GB10)           	| RA, DEC 20 42 56.29 -20 04 19.6	| EL, AZ: 43.5  263.3	| Mag: 21.5 	| moon_dis: 127.0
35671 (1998 SN165)                 	| RA, DEC 02 21 20.69 +12 07 53.2	| EL, AZ: 41.5  47.7 	| Mag: 21.5 	| moon_dis: 38.5 
68444 (2001 RH142)                 	| RA, DEC 03 29 32.23 -12 42 14.6	| EL, AZ: 40.1  87.7 	| Mag: 19.5 	| moon_dis: 45.3 
120347 Salacia (2004 SB60)         	| RA, DEC 00 07 16.88 +27 19 31.3	| EL, AZ: 40.0  1.1  	| Mag: 20.8 	| moon_dis: 62.0 
32615 (2001 QU277)                 	| RA, DEC 03 07 21.06 +00 06 49.6	| EL, AZ: 39.8  69.4 	| Mag: 18.8 	| moon_dis: 37.4 
1871 Astyanax (1971 FF)            	| RA, DEC 02 48 34.64 +07 46 59.0	| EL, AZ: 39.4  57.8 	| Mag: 19.0 	| moon_dis: 35.4 
678191 (2017 OF69)                 	| RA, DEC 20 47 50.02 -03 23 38.6	| EL, AZ: 38.9  284.8	| Mag: 20.6 	| moon_dis: 118.7
444030 (2004 NT33)                 	| RA, DEC 22 33 21.91 +24 04 12.8	| EL, AZ: 38.4  333.5	| Mag: 20.6 	| moon_dis: 82.7 
11089 (1994 CS8)                   	| RA, DEC 02 57 36.87 +09 29 36.0	| EL, AZ: 36.6  57.8 	| Mag: 18.6 	| moon_dis: 32.6 
95626 (2002 GZ32)                  	| RA, DEC 19 58 03.71 -23 42 05.7	| EL, AZ: 34.1  255.9	| Mag: 19.9 	| moon_dis: 138.1
42301 (2001 UR163)                 	| RA, DEC 02 47 30.53 +16 54 46.7	| EL, AZ: 33.6  49.0 	| Mag: 21.7 	| moon_dis: 30.6 
(2010 TJ)                          	| RA, DEC 03 54 25.34 -06 41 00.6	| EL, AZ: 32.3  83.4 	| Mag: 21.9 	| moon_dis: 37.3 
523643 (2010 TY53)                 	| RA, DEC 03 48 21.57 +00 08 19.3	| EL, AZ: 30.8  75.4 	| Mag: 19.8 	| moon_dis: 31.7 
1873 Agenor (1971 FH)              	| RA, DEC 03 27 24.57 +09 26 19.6	| EL, AZ: 30.6  63.0 	| Mag: 18.3 	| moon_dis: 27.1 
120348 (2004 TY364)                	| RA, DEC 03 58 46.89 -04 41 16.9	| EL, AZ: 30.5  81.8 	| Mag: 20.4 	| moon_dis: 35.1 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-08-08 04:00 -- UTC: 2026-08-08 07:00
589683 (2010 RF43)                 	| RA, DEC 00 01 44.60 -20 05 38.3	| EL, AZ: 75.4  277.3	| Mag: 21.3 	| moon_dis: 85.4 
523639 (2010 RE64)                 	| RA, DEC 00 53 53.16 -07 01 38.7	| EL, AZ: 74.2  351.2	| Mag: 21.3 	| moon_dis: 67.7 
469372 (2001 QF298)                	| RA, DEC 01 19 15.81 -04 43 45.2	| EL, AZ: 71.7  12.5 	| Mag: 21.9 	| moon_dis: 61.2 
175113 (2004 PF115)                	| RA, DEC 23 47 15.03 -16 12 08.6	| EL, AZ: 70.9  286.5	| Mag: 20.8 	| moon_dis: 86.3 
523736 (2014 QA442)                	| RA, DEC 02 19 32.24 -15 21 58.2	| EL, AZ: 70.6  71.2 	| Mag: 20.8 	| moon_dis: 57.3 
834655 (2010 RD188)                	| RA, DEC 02 02 36.44 -08 17 15.6	| EL, AZ: 69.8  46.9 	| Mag: 21.8 	| moon_dis: 55.1 
728767 (2010 RF64)                 	| RA, DEC 02 29 38.36 -15 10 32.0	| EL, AZ: 68.3  73.6 	| Mag: 21.4 	| moon_dis: 55.6 
145480 (2005 TB190)                	| RA, DEC 00 23 14.02 +00 17 44.0	| EL, AZ: 65.0  335.5	| Mag: 21.3 	| moon_dis: 70.3 
