Tabela de observabilidade - Cinturão Principal - Zeiss


Iluninação da lua: 5.5 %


--------------------------------------------------------------------------------------------------------------------------------------------------------


Objeto                    |  mag  |  rot  | 18:00 | 19:00 | 20:00 | 21:00 | 22:00 | 23:00 | 00:00 | 01:00 | 02:00 | 03:00 | 04:00 | 05:00 | 06:00 |
345 Tercidina (A892 WB)            	| RA, DEC 20 00 45.58 -03 43 15.8	| EL, AZ: 38.8  68.0 	| Mag: 12.4 	| moon_dis: 147.6
148 Gallia (A875 PA)               	| RA, DEC 14 58 42.89 +13 09 14.8	| EL, AZ: 38.4  322.7	| Mag: 13.3 	| moon_dis: 70.8 
769 Tatjana (A913 TD)              	| RA, DEC 20 58 13.08 -29 33 29.0	| EL, AZ: 37.9  105.5	| Mag: 12.8 	| moon_dis: 155.8
313 Chaldaea (A891 QB)             	| RA, DEC 20 10 12.85 -04 34 16.4	| EL, AZ: 37.4  70.6 	| Mag: 13.2 	| moon_dis: 150.1
325 Heidelberga (A892 EA)          	| RA, DEC 21 00 01.25 -25 02 32.0	| EL, AZ: 36.1  100.3	| Mag: 13.9 	| moon_dis: 159.1
388 Charybdis (A894 ED)            	| RA, DEC 21 00 31.79 -24 53 54.1	| EL, AZ: 36.0  100.2	| Mag: 12.9 	| moon_dis: 159.3
3 Juno (A804 RA)                   	| RA, DEC 20 17 14.73 -04 12 59.5	| EL, AZ: 35.8  71.5 	| Mag: 9.2  	| moon_dis: 151.7
1058 Grubba (1925 MA)              	| RA, DEC 20 35 42.13 -10 10 58.1	| EL, AZ: 35.1  80.7 	| Mag: 13.3 	| moon_dis: 157.4
233 Asterope (A883 JA)             	| RA, DEC 13 17 18.24 -08 07 33.4	| EL, AZ: 34.7  281.6	| Mag: 13.8 	| moon_dis: 51.1 
69 Hesperia (A861 HC)              	| RA, DEC 13 24 39.35 -03 18 00.1	| EL, AZ: 33.6  287.7	| Mag: 12.9 	| moon_dis: 51.2 
872 Holda (A917 KH)                	| RA, DEC 20 36 09.66 -07 14 56.0	| EL, AZ: 33.5  77.7 	| Mag: 14.0 	| moon_dis: 157.0
365 Corduba (A893 FF)              	| RA, DEC 20 21 20.09 -01 23 34.4	| EL, AZ: 33.3  69.4 	| Mag: 13.3 	| moon_dis: 151.7
55 Pandora (A858 RB)               	| RA, DEC 13 01 16.27 -10 06 05.1	| EL, AZ: 32.2  277.1	| Mag: 13.7 	| moon_dis: 48.3 
287 Nephthys (A889 QA)             	| RA, DEC 20 53 15.64 -11 54 26.0	| EL, AZ: 32.2  85.0 	| Mag: 11.3 	| moon_dis: 161.8
462 Eriphyla (A900 UJ)             	| RA, DEC 21 08 20.57 -18 22 05.2	| EL, AZ: 31.8  93.8 	| Mag: 13.2 	| moon_dis: 164.2
26 Proserpina (A853 JA)            	| RA, DEC 13 06 11.47 -06 48 39.2	| EL, AZ: 31.6  281.2	| Mag: 12.4 	| moon_dis: 48.1 
818 Kapteynia (A916 DF)            	| RA, DEC 21 40 13.82 -34 38 55.6	| EL, AZ: 30.9  114.6	| Mag: 13.8 	| moon_dis: 156.1
241 Germania (A884 RA)             	| RA, DEC 12 50 04.93 -10 23 00.0	| EL, AZ: 30.0  275.3	| Mag: 13.8 	| moon_dis: 46.0 
1631 Kopff (1936 UC)               	| RA, DEC 21 41 01.92 -30 24 01.9	| EL, AZ: 29.4  110.0	| Mag: 14.0 	| moon_dis: 160.2
790 Pretoria (A912 BE)             	| RA, DEC 12 30 18.62 -17 43 19.3	| EL, AZ: 29.0  265.3	| Mag: 14.0 	| moon_dis: 45.8 
204 Kallisto (A879 TA)             	| RA, DEC 12 53 48.05 -03 25 04.8	| EL, AZ: 27.2  282.6	| Mag: 13.7 	| moon_dis: 44.0 
490 Veritas (A902 RE)              	| RA, DEC 21 06 36.32 -05 55 26.0	| EL, AZ: 26.3  80.9 	| Mag: 13.3 	| moon_dis: 163.9
456 Abnoba (A900 LA)               	| RA, DEC 20 41 23.08 +05 18 28.0	| EL, AZ: 25.3  66.7 	| Mag: 12.9 	| moon_dis: 152.7
397 Vienna (A894 YA)               	| RA, DEC 20 46 48.45 +05 06 52.0	| EL, AZ: 24.3  67.7 	| Mag: 12.4 	| moon_dis: 153.9
558 Carmen (A905 CK)               	| RA, DEC 21 33 43.23 -12 02 54.8	| EL, AZ: 23.5  90.4 	| Mag: 13.6 	| moon_dis: 171.7
238 Hypatia (A884 NA)              	| RA, DEC 12 45 54.42 +00 38 08.3	| EL, AZ: 23.4  285.2	| Mag: 14.0 	| moon_dis: 40.8 
478 Tergeste (A901 SC)             	| RA, DEC 21 01 57.50 +01 59 29.9	| EL, AZ: 23.1  72.9 	| Mag: 13.0 	| moon_dis: 158.8
38 Leda (A856 AA)                  	| RA, DEC 21 35 06.36 -11 06 42.8	| EL, AZ: 22.7  89.7 	| Mag: 13.3 	| moon_dis: 172.0
20 Massalia (A852 SA)              	| RA, DEC 12 32 11.81 -03 23 43.2	| EL, AZ: 22.6  279.5	| Mag: 11.5 	| moon_dis: 38.9 
349 Dembowska (A892 XB)            	| RA, DEC 22 04 51.32 -24 39 49.5	| EL, AZ: 22.4  106.3	| Mag: 10.1 	| moon_dis: 166.9
306 Unitas (A891 EA)               	| RA, DEC 21 38 57.43 -10 48 28.0	| EL, AZ: 21.8  89.9 	| Mag: 11.2 	| moon_dis: 172.9
122 Gerda (A872 OA)                	| RA, DEC 12 25 01.28 -01 57 08.0	| EL, AZ: 20.3  279.8	| Mag: 13.7 	| moon_dis: 36.7 
389 Industria (A894 EE)            	| RA, DEC 21 38 25.85 -07 14 22.4	| EL, AZ: 20.2  86.5 	| Mag: 12.1 	| moon_dis: 171.6
15 Eunomia (A851 OA)               	| RA, DEC 12 00 29.26 -12 11 51.7	| EL, AZ: 20.1  267.1	| Mag: 11.3 	| moon_dis: 36.7 
387 Aquitania (A894 EC)            	| RA, DEC 13 05 03.70 +12 33 27.6	| EL, AZ: 20.1  298.6	| Mag: 12.4 	| moon_dis: 43.3 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-07-17 00:00 -- UTC: 2026-07-17 03:00
800 Kressmannia (A915 FG)          	| RA, DEC 17 55 24.98 -29 41 42.9	| EL, AZ: 89.5  5.7  	| Mag: 12.9 	| moon_dis: 118.4
160 Una (A876 DA)                  	| RA, DEC 17 51 14.17 -29 07 41.2	| EL, AZ: 88.6  321.9	| Mag: 13.4 	| moon_dis: 117.5
199 Byblis (A879 NA)               	| RA, DEC 17 24 55.65 -25 39 52.8	| EL, AZ: 81.9  302.4	| Mag: 12.4 	| moon_dis: 111.6
785 Zwetana (A914 FD)              	| RA, DEC 18 27 44.12 -34 56 18.2	| EL, AZ: 81.7  126.4	| Mag: 12.6 	| moon_dis: 124.5
231 Vindobona (A882 RB)            	| RA, DEC 17 12 50.72 -30 51 00.9	| EL, AZ: 80.9  263.3	| Mag: 13.4 	| moon_dis: 109.2
488 Kreusa (A902 MC)               	| RA, DEC 18 40 28.30 -28 52 05.8	| EL, AZ: 80.1  84.8 	| Mag: 12.8 	| moon_dis: 128.2
814 Tauris (A916 AE)               	| RA, DEC 17 19 24.56 -24 08 31.7	| EL, AZ: 80.0  305.2	| Mag: 13.8 	| moon_dis: 110.3
37 Fides (A855 TB)                 	| RA, DEC 18 41 42.98 -27 39 41.9	| EL, AZ: 79.5  78.5 	| Mag: 11.5 	| moon_dis: 128.7
210 Isabella (A879 VA)             	| RA, DEC 17 01 24.29 -29 02 17.1	| EL, AZ: 78.3  272.3	| Mag: 14.0 	| moon_dis: 106.6
14 Irene (A851 KA)                 	| RA, DEC 17 07 45.16 -24 23 14.7	| EL, AZ: 78.0  296.0	| Mag: 10.3 	| moon_dis: 107.7
211 Isolda (A879 XA)               	| RA, DEC 18 37 01.08 -21 18 18.5	| EL, AZ: 77.0  48.8 	| Mag: 13.0 	| moon_dis: 128.1
797 Montana (A914 WG)              	| RA, DEC 17 25 55.87 -18 49 54.2	| EL, AZ: 76.8  328.0	| Mag: 13.9 	| moon_dis: 111.4
840 Zenobia (A916 SN)              	| RA, DEC 18 36 29.98 -20 01 37.2	| EL, AZ: 76.2  44.7 	| Mag: 14.0 	| moon_dis: 128.1
407 Arachne (A895 TB)              	| RA, DEC 18 54 04.24 -24 28 43.3	| EL, AZ: 75.7  69.6 	| Mag: 12.6 	| moon_dis: 131.8
163 Erigone (A876 HC)              	| RA, DEC 18 20 38.19 -17 05 01.2	| EL, AZ: 75.6  25.1 	| Mag: 14.0 	| moon_dis: 124.3
128 Nemesis (A872 WA)              	| RA, DEC 19 01 58.62 -27 54 01.0	| EL, AZ: 75.2  84.9 	| Mag: 11.4 	| moon_dis: 133.0
503 Evelyn (A903 BL)               	| RA, DEC 19 05 56.45 -27 12 09.7	| EL, AZ: 74.2  83.1 	| Mag: 13.8 	| moon_dis: 134.0
527 Euryanthe (A904 FC)            	| RA, DEC 17 21 34.02 -16 13 29.6	| EL, AZ: 74.0  329.2	| Mag: 14.0 	| moon_dis: 110.1
540 Rosamunde (A904 PE)            	| RA, DEC 17 53 55.16 -13 54 15.2	| EL, AZ: 73.7  358.8	| Mag: 13.7 	| moon_dis: 117.6
451 Patientia (A899 XA)            	| RA, DEC 19 10 44.79 -29 55 48.7	| EL, AZ: 73.7  93.5 	| Mag: 11.3 	| moon_dis: 134.5
2013 Tucapel (1971 UH4)            	| RA, DEC 19 09 00.94 -26 24 59.3	| EL, AZ: 73.3  81.1 	| Mag: 13.4 	| moon_dis: 134.9
378 Holmia (A893 XA)               	| RA, DEC 18 25 24.16 -15 02 28.7	| EL, AZ: 73.3  26.1 	| Mag: 13.9 	| moon_dis: 125.3
8 Flora (A847 UA)                  	| RA, DEC 19 06 39.53 -22 16 43.8	| EL, AZ: 72.1  67.6 	| Mag: 9.1  	| moon_dis: 134.9
976 Benjamina (A922 FD)            	| RA, DEC 18 42 11.89 -15 27 16.1	| EL, AZ: 71.7  38.6 	| Mag: 13.9 	| moon_dis: 129.4
372 Palma (A893 QB)                	| RA, DEC 17 46 04.17 -48 29 54.7	| EL, AZ: 71.7  184.6	| Mag: 13.4 	| moon_dis: 114.3
850 Altona (A916 FG)               	| RA, DEC 18 52 49.94 -16 45 06.7	| EL, AZ: 71.2  47.4 	| Mag: 13.3 	| moon_dis: 132.0
469 Argentina (A901 DC)            	| RA, DEC 16 25 48.83 -36 31 31.2	| EL, AZ: 70.4  245.2	| Mag: 13.5 	| moon_dis: 99.8 
108 Hecuba (A869 GB)               	| RA, DEC 16 26 01.59 -27 24 52.8	| EL, AZ: 70.3  272.5	| Mag: 13.0 	| moon_dis: 98.7 
175 Andromache (A877 TA)           	| RA, DEC 16 27 25.85 -25 45 43.7	| EL, AZ: 70.2  277.5	| Mag: 13.3 	| moon_dis: 98.7 
260 Huberta (A886 TA)              	| RA, DEC 18 53 41.34 -14 54 55.2	| EL, AZ: 69.6  44.3 	| Mag: 13.9 	| moon_dis: 132.1
1304 Arosa (1928 KC)               	| RA, DEC 19 30 42.05 -34 15 24.1	| EL, AZ: 69.5  107.4	| Mag: 13.4 	| moon_dis: 137.1
121 Hermione (A872 JA)             	| RA, DEC 16 26 48.35 -23 01 01.0	| EL, AZ: 69.0  284.6	| Mag: 13.0 	| moon_dis: 98.2 
468 Lina (A901 BC)                 	| RA, DEC 19 24 07.70 -22 43 39.9	| EL, AZ: 68.8  74.4 	| Mag: 13.4 	| moon_dis: 138.9
205 Martha (A879 TB)               	| RA, DEC 17 54 35.46 -08 39 24.9	| EL, AZ: 68.4  359.4	| Mag: 13.6 	| moon_dis: 117.2
127 Johanna (A872 VB)              	| RA, DEC 16 13 35.26 -30 09 13.9	| EL, AZ: 68.1  263.6	| Mag: 13.2 	| moon_dis: 96.4 
1048 Feodosia (A924 WQ)            	| RA, DEC 16 11 13.08 -35 21 59.4	| EL, AZ: 67.6  249.7	| Mag: 13.2 	| moon_dis: 96.7 
847 Agnia (A915 RP)                	| RA, DEC 19 25 08.43 -20 37 05.0	| EL, AZ: 67.6  69.7 	| Mag: 13.8 	| moon_dis: 139.4
60 Echo (A860 RB)                  	| RA, DEC 19 16 26.38 -16 41 38.5	| EL, AZ: 67.0  58.3 	| Mag: 12.4 	| moon_dis: 137.6
455 Bruchsalia (A900 KC)           	| RA, DEC 19 42 00.29 -35 35 15.1	| EL, AZ: 67.0  110.4	| Mag: 11.2 	| moon_dis: 138.7
51 Nemausa (A858 BA)               	| RA, DEC 17 38 37.68 -07 17 38.0	| EL, AZ: 66.7  349.4	| Mag: 11.2 	| moon_dis: 113.0
159 Aemilia (A876 BA)              	| RA, DEC 16 35 21.55 -15 37 36.7	| EL, AZ: 66.6  304.0	| Mag: 13.7 	| moon_dis: 99.0 
216 Kleopatra (A880 GB)            	| RA, DEC 17 42 22.94 -06 55 19.4	| EL, AZ: 66.5  351.9	| Mag: 11.5 	| moon_dis: 113.9
481 Emita (A902 CB)                	| RA, DEC 16 12 10.29 -24 08 44.1	| EL, AZ: 66.4  278.5	| Mag: 13.9 	| moon_dis: 95.1 
804 Hispania (A915 FK)             	| RA, DEC 16 14 44.63 -43 36 29.2	| EL, AZ: 66.0  229.0	| Mag: 12.2 	| moon_dis: 98.6 
123 Brunhild (A872 OB)             	| RA, DEC 16 04 56.49 -27 19 19.4	| EL, AZ: 65.7  269.8	| Mag: 13.9 	| moon_dis: 94.0 
18 Melpomene (A852 MA)             	| RA, DEC 18 55 47.72 -10 17 52.9	| EL, AZ: 65.6  38.3 	| Mag: 8.9  	| moon_dis: 132.3
412 Elisabetha (A896 AB)           	| RA, DEC 16 33 37.55 -14 27 34.5	| EL, AZ: 65.5  305.4	| Mag: 13.5 	| moon_dis: 98.4 
182 Elsa (A878 CC)                 	| RA, DEC 19 39 59.42 -21 49 26.6	| EL, AZ: 65.1  76.4 	| Mag: 12.3 	| moon_dis: 142.6
31 Euphrosyne (A854 RA)            	| RA, DEC 18 00 29.88 -55 17 34.1	| EL, AZ: 64.9  178.0	| Mag: 12.7 	| moon_dis: 114.8
119 Althaea (A872 GA)              	| RA, DEC 16 27 25.82 -14 25 50.8	| EL, AZ: 64.4  303.1	| Mag: 12.6 	| moon_dis: 96.9 
24 Themis (A853 GA)                	| RA, DEC 16 02 42.67 -21 20 26.6	| EL, AZ: 63.3  282.6	| Mag: 12.5 	| moon_dis: 92.4 
409 Aspasia (A895 XC)              	| RA, DEC 19 02 12.62 -08 28 51.1	| EL, AZ: 63.2  39.1 	| Mag: 10.8 	| moon_dis: 133.7
949 Hel (A921 EM)                  	| RA, DEC 19 58 47.60 -27 55 23.7	| EL, AZ: 63.0  92.7 	| Mag: 13.6 	| moon_dis: 145.1
674 Rachele (A908 UK)              	| RA, DEC 15 52 17.01 -25 23 37.3	| EL, AZ: 62.5  272.4	| Mag: 13.0 	| moon_dis: 90.9 
66 Maja (A861 GA)                  	| RA, DEC 19 59 37.78 -25 14 49.5	| EL, AZ: 62.1  87.2 	| Mag: 13.3 	| moon_dis: 146.2
663 Gerlinde (A908 MB)             	| RA, DEC 18 22 23.62 -03 01 15.0	| EL, AZ: 62.0  14.4 	| Mag: 13.8 	| moon_dis: 123.0
48 Doris (A857 SA)                 	| RA, DEC 16 18 56.44 -13 04 55.7	| EL, AZ: 61.9  302.3	| Mag: 12.5 	| moon_dis: 94.7 
21 Lutetia (A852 VA)               	| RA, DEC 15 57 10.22 -20 36 07.6	| EL, AZ: 61.8  282.8	| Mag: 11.1 	| moon_dis: 91.0 
29 Amphitrite (A854 EB)            	| RA, DEC 15 43 46.35 -28 08 27.0	| EL, AZ: 61.3  265.7	| Mag: 10.5 	| moon_dis: 89.6 
139 Juewa (A874 TA)                	| RA, DEC 20 13 42.40 -35 05 32.0	| EL, AZ: 60.6  108.6	| Mag: 12.4 	| moon_dis: 144.5
556 Phyllis (A905 AD)              	| RA, DEC 15 44 10.92 -23 19 11.6	| EL, AZ: 60.1  275.2	| Mag: 14.0 	| moon_dis: 88.6 
2379 Heiskanen (1941 ST)           	| RA, DEC 20 03 06.72 -19 57 24.3	| EL, AZ: 59.4  77.7 	| Mag: 13.9 	| moon_dis: 148.3
466 Tisiphone (A901 BB)            	| RA, DEC 15 28 56.54 -34 01 07.2	| EL, AZ: 59.0  253.1	| Mag: 13.8 	| moon_dis: 88.0 
57 Mnemosyne (A859 SA)             	| RA, DEC 18 45 41.22 -01 22 05.2	| EL, AZ: 58.7  24.7 	| Mag: 11.9 	| moon_dis: 128.3
780 Armenia (A914 BJ)              	| RA, DEC 17 10 42.37 -00 45 39.1	| EL, AZ: 58.7  338.1	| Mag: 13.9 	| moon_dis: 105.0
921 Jovita (A919 RD)               	| RA, DEC 17 58 52.94 +01 21 32.1	| EL, AZ: 58.4  1.6  	| Mag: 13.9 	| moon_dis: 116.3
485 Genua (A902 JC)                	| RA, DEC 19 02 19.94 -02 44 31.5	| EL, AZ: 58.2  33.1 	| Mag: 13.1 	| moon_dis: 132.7
28 Bellona (A854 EA)               	| RA, DEC 16 10 47.03 -09 27 26.4	| EL, AZ: 58.0  304.9	| Mag: 12.2 	| moon_dis: 92.0 
1105 Fragaria (1929 AB)            	| RA, DEC 20 11 51.98 -20 26 47.6	| EL, AZ: 57.7  80.3 	| Mag: 13.9 	| moon_dis: 150.2
258 Tyche (A886 JA)                	| RA, DEC 16 30 23.78 -04 21 40.4	| EL, AZ: 57.3  318.0	| Mag: 12.4 	| moon_dis: 95.8 
1245 Calvinia (1932 KF)            	| RA, DEC 20 08 09.37 -17 35 39.3	| EL, AZ: 57.2  74.8 	| Mag: 13.7 	| moon_dis: 149.9
267 Tirza (A887 KB)                	| RA, DEC 20 24 27.10 -26 39 00.3	| EL, AZ: 57.1  93.0 	| Mag: 13.6 	| moon_dis: 150.8
363 Padua (A893 FD)                	| RA, DEC 15 29 11.64 -20 07 50.6	| EL, AZ: 55.6  278.3	| Mag: 13.8 	| moon_dis: 84.5 
125 Liberatrix (A872 RA)           	| RA, DEC 20 07 45.78 -14 03 21.0	| EL, AZ: 55.5  69.3 	| Mag: 12.2 	| moon_dis: 150.1
480 Hansa (A901 KB)                	| RA, DEC 18 46 05.06 +02 51 23.7	| EL, AZ: 54.7  22.2 	| Mag: 12.3 	| moon_dis: 127.4
1819 Laputa (1948 PC)              	| RA, DEC 20 19 51.95 -17 29 27.2	| EL, AZ: 54.7  77.0 	| Mag: 13.4 	| moon_dis: 152.6
346 Hermentaria (A892 WC)          	| RA, DEC 15 27 59.13 -14 42 35.7	| EL, AZ: 52.8  286.2	| Mag: 12.4 	| moon_dis: 82.9 
97 Klotho (A868 DB)                	| RA, DEC 15 56 04.22 -05 22 47.4	| EL, AZ: 52.5  305.4	| Mag: 13.4 	| moon_dis: 87.6 
559 Nanon (A905 EB)                	| RA, DEC 15 33 39.39 -11 15 34.5	| EL, AZ: 52.1  292.2	| Mag: 13.9 	| moon_dis: 83.5 
849 Ara (A915 UB)                  	| RA, DEC 18 52 12.31 +05 14 10.1	| EL, AZ: 52.0  23.3 	| Mag: 11.8 	| moon_dis: 128.1
1458 Mineura (1937 RC)             	| RA, DEC 19 31 45.87 +00 04 04.0	| EL, AZ: 52.0  41.4 	| Mag: 14.0 	| moon_dis: 139.1
479 Caprera (A901 VK)              	| RA, DEC 20 29 03.72 -15 29 14.4	| EL, AZ: 51.8  75.9 	| Mag: 13.6 	| moon_dis: 155.1
324 Bamberga (A892 DA)             	| RA, DEC 20 50 23.25 -27 29 35.9	| EL, AZ: 51.8  96.9 	| Mag: 9.8  	| moon_dis: 155.3
276 Adelheid (A888 HA)             	| RA, DEC 16 06 35.65 -00 56 33.3	| EL, AZ: 51.0  313.4	| Mag: 14.0 	| moon_dis: 89.3 
563 Suleika (A905 GD)              	| RA, DEC 15 19 06.09 -14 14 47.7	| EL, AZ: 50.8  285.1	| Mag: 14.0 	| moon_dis: 80.7 
769 Tatjana (A913 TD)              	| RA, DEC 20 58 11.25 -29 33 40.2	| EL, AZ: 50.6  100.8	| Mag: 12.8 	| moon_dis: 155.2
70 Panopaea (A861 JA)              	| RA, DEC 14 57 29.87 -24 08 40.5	| EL, AZ: 50.3  267.6	| Mag: 12.1 	| moon_dis: 78.5 
345 Tercidina (A892 WB)            	| RA, DEC 20 00 43.19 -03 43 19.7	| EL, AZ: 50.2  54.2 	| Mag: 12.4 	| moon_dis: 147.1
313 Chaldaea (A891 QB)             	| RA, DEC 20 10 10.57 -04 34 26.7	| EL, AZ: 49.1  57.7 	| Mag: 13.2 	| moon_dis: 149.6
325 Heidelberga (A892 EA)          	| RA, DEC 20 59 59.37 -25 02 37.7	| EL, AZ: 49.0  94.2 	| Mag: 13.9 	| moon_dis: 158.5
388 Charybdis (A894 ED)            	| RA, DEC 21 00 29.85 -24 54 00.5	| EL, AZ: 48.9  94.0 	| Mag: 12.9 	| moon_dis: 158.6
776 Berbericia (A914 BE)           	| RA, DEC 15 10 55.18 -11 51 53.9	| EL, AZ: 47.8  286.6	| Mag: 13.1 	| moon_dis: 78.2 
1058 Grubba (1925 MA)              	| RA, DEC 20 35 40.26 -10 10 59.3	| EL, AZ: 47.7  70.2 	| Mag: 13.3 	| moon_dis: 156.8
92 Undina (A867 NA)                	| RA, DEC 15 13 23.83 -10 38 30.6	| EL, AZ: 47.7  288.6	| Mag: 12.2 	| moon_dis: 78.5 
3 Juno (A804 RA)                   	| RA, DEC 20 17 12.66 -04 13 09.4	| EL, AZ: 47.6  59.0 	| Mag: 9.2  	| moon_dis: 151.2
269 Justitia (A887 SA)             	| RA, DEC 15 14 41.20 -09 54 42.6	| EL, AZ: 47.5  289.8	| Mag: 13.2 	| moon_dis: 78.6 
872 Holda (A917 KH)                	| RA, DEC 20 36 07.70 -07 15 03.0	| EL, AZ: 45.9  66.8 	| Mag: 14.0 	| moon_dis: 156.5
287 Nephthys (A889 QA)             	| RA, DEC 20 53 13.71 -11 54 44.5	| EL, AZ: 45.0  75.7 	| Mag: 11.3 	| moon_dis: 161.2
365 Corduba (A893 FF)              	| RA, DEC 20 21 18.17 -01 23 41.4	| EL, AZ: 44.9  57.0 	| Mag: 13.3 	| moon_dis: 151.3
462 Eriphyla (A900 UJ)             	| RA, DEC 21 08 18.90 -18 22 16.1	| EL, AZ: 44.8  86.1 	| Mag: 13.2 	| moon_dis: 163.5
362 Havnia (A893 EG)               	| RA, DEC 14 35 33.01 -21 32 37.9	| EL, AZ: 44.6  268.6	| Mag: 13.9 	| moon_dis: 72.9 
660 Crescentia (A908 AN)           	| RA, DEC 15 39 13.38 +02 10 49.9	| EL, AZ: 44.2  308.7	| Mag: 13.1 	| moon_dis: 82.0 
818 Kapteynia (A916 DF)            	| RA, DEC 21 40 12.41 -34 39 16.1	| EL, AZ: 42.9  110.7	| Mag: 13.8 	| moon_dis: 155.7
694 Ekard (A909 VC)                	| RA, DEC 14 50 15.71 -10 14 15.8	| EL, AZ: 42.7  284.7	| Mag: 13.7 	| moon_dis: 72.9 
174 Phaedra (A877 RA)              	| RA, DEC 14 11 37.69 -29 11 35.9	| EL, AZ: 42.0  256.2	| Mag: 12.9 	| moon_dis: 70.9 
1631 Kopff (1936 UC)               	| RA, DEC 21 41 00.79 -30 24 13.1	| EL, AZ: 41.8  105.2	| Mag: 14.0 	| moon_dis: 159.7
135 Hertha (A874 DA)               	| RA, DEC 14 28 39.11 -17 48 48.0	| EL, AZ: 41.7  272.4	| Mag: 12.4 	| moon_dis: 70.1 
173 Ino (A877 PA)                  	| RA, DEC 15 12 13.52 -00 12 45.4	| EL, AZ: 41.0  299.9	| Mag: 13.5 	| moon_dis: 75.9 
304 Olga (A891 CB)                 	| RA, DEC 15 24 20.24 +04 00 28.2	| EL, AZ: 40.3  306.7	| Mag: 14.0 	| moon_dis: 78.0 
116 Sirona (A871 RA)               	| RA, DEC 14 26 28.49 -14 15 11.9	| EL, AZ: 39.6  276.3	| Mag: 12.7 	| moon_dis: 68.5 
498 Tokio (A902 XA)                	| RA, DEC 14 38 14.56 -08 24 46.6	| EL, AZ: 39.2  284.7	| Mag: 13.6 	| moon_dis: 69.5 
490 Veritas (A902 RE)              	| RA, DEC 21 06 34.85 -05 55 33.2	| EL, AZ: 38.9  71.3 	| Mag: 13.3 	| moon_dis: 163.4
144 Vibilia (A875 LA)              	| RA, DEC 14 25 02.59 -12 28 31.4	| EL, AZ: 38.5  278.1	| Mag: 13.4 	| moon_dis: 67.6 
456 Abnoba (A900 LA)               	| RA, DEC 20 41 21.11 +05 18 30.5	| EL, AZ: 36.7  55.3 	| Mag: 12.9 	| moon_dis: 152.4
472 Roma (A901 NA)                 	| RA, DEC 14 53 57.17 +01 28 15.7	| EL, AZ: 36.5  297.7	| Mag: 13.9 	| moon_dis: 71.1 
558 Carmen (A905 CK)               	| RA, DEC 21 33 41.87 -12 03 06.6	| EL, AZ: 36.5  82.4 	| Mag: 13.6 	| moon_dis: 171.1
704 Interamnia (A910 TC)           	| RA, DEC 13 47 32.94 -26 36 06.9	| EL, AZ: 36.1  257.3	| Mag: 12.5 	| moon_dis: 65.0 
397 Vienna (A894 YA)               	| RA, DEC 20 46 46.69 +05 07 01.5	| EL, AZ: 35.8  56.6 	| Mag: 12.4 	| moon_dis: 153.6
38 Leda (A856 AA)                  	| RA, DEC 21 35 04.73 -11 06 45.0	| EL, AZ: 35.7  81.5 	| Mag: 13.3 	| moon_dis: 171.4
478 Tergeste (A901 SC)             	| RA, DEC 21 01 55.85 +01 59 30.8	| EL, AZ: 35.1  62.5 	| Mag: 13.0 	| moon_dis: 158.5
349 Dembowska (A892 XB)            	| RA, DEC 22 04 50.14 -24 40 01.1	| EL, AZ: 35.0  100.3	| Mag: 10.1 	| moon_dis: 166.6
306 Unitas (A891 EA)               	| RA, DEC 21 38 56.49 -10 48 44.4	| EL, AZ: 34.7  81.8 	| Mag: 11.2 	| moon_dis: 172.4
79 Eurynome (A863 RA)              	| RA, DEC 14 09 09.17 -10 28 46.5	| EL, AZ: 34.1  277.9	| Mag: 13.0 	| moon_dis: 63.3 
389 Industria (A894 EE)            	| RA, DEC 21 38 24.19 -07 14 20.9	| EL, AZ: 33.0  78.0 	| Mag: 12.1 	| moon_dis: 171.2
599 Luisa (A906 HF)                	| RA, DEC 13 52 50.04 -14 48 42.0	| EL, AZ: 32.6  271.1	| Mag: 13.8 	| moon_dis: 61.0 
154 Bertha (A875 VD)               	| RA, DEC 13 47 04.19 -17 38 34.1	| EL, AZ: 32.6  267.3	| Mag: 13.1 	| moon_dis: 60.9 
582 Olympia (A906 BM)              	| RA, DEC 21 20 05.51 +02 27 07.0	| EL, AZ: 31.3  65.5 	| Mag: 13.9 	| moon_dis: 161.5
354 Eleonora (A893 BC)             	| RA, DEC 21 59 20.55 -10 59 30.8	| EL, AZ: 30.4  84.9 	| Mag: 10.9 	| moon_dis: 177.4
93 Minerva (A867 QA)               	| RA, DEC 13 34 11.90 -17 43 07.7	| EL, AZ: 29.9  265.7	| Mag: 12.6 	| moon_dis: 58.1 
148 Gallia (A875 PA)               	| RA, DEC 14 58 43.24 +13 08 52.1	| EL, AZ: 29.3  308.8	| Mag: 13.3 	| moon_dis: 70.3 
264 Libussa (A886 YA)              	| RA, DEC 22 35 30.00 -25 43 49.6	| EL, AZ: 28.9  104.4	| Mag: 12.5 	| moon_dis: 164.4
347 Pariana (A892 WD)              	| RA, DEC 22 36 58.13 -23 18 40.1	| EL, AZ: 27.7  102.0	| Mag: 13.7 	| moon_dis: 166.4
13 Egeria (A850 VA)                	| RA, DEC 13 34 58.76 -12 00 13.8	| EL, AZ: 27.5  271.6	| Mag: 12.0 	| moon_dis: 55.9 
374 Burgundia (A893 SA)            	| RA, DEC 13 41 24.96 -08 27 49.5	| EL, AZ: 27.1  276.0	| Mag: 13.7 	| moon_dis: 56.1 
