Tabela de observabilidade - Cinturão Principal - Zeiss


Iluninação da lua: 3.2 %


--------------------------------------------------------------------------------------------------------------------------------------------------------


Objeto                    |  mag  |  rot  | 18:00 | 19:00 | 20:00 | 21:00 | 22:00 | 23:00 | 00:00 | 01:00 | 02:00 | 03:00 | 04:00 | 05:00 | 06:00 |
407 Arachne (A895 TB)              	| RA, DEC 18 55 02.76 -24 30 35.1	| EL, AZ: 74.7  71.7 	| Mag: 12.6 	| moon_dis: 146.2
527 Euryanthe (A904 FC)            	| RA, DEC 17 22 06.63 -16 08 21.0	| EL, AZ: 74.4  332.9	| Mag: 14.0 	| moon_dis: 124.1
128 Nemesis (A872 WA)              	| RA, DEC 19 02 55.69 -27 51 01.5	| EL, AZ: 74.2  85.6 	| Mag: 11.4 	| moon_dis: 147.5
540 Rosamunde (A904 PE)            	| RA, DEC 17 54 38.51 -13 52 34.0	| EL, AZ: 73.6  2.8  	| Mag: 13.7 	| moon_dis: 131.4
503 Evelyn (A903 BL)               	| RA, DEC 19 06 52.14 -27 10 05.3	| EL, AZ: 73.2  84.0 	| Mag: 13.8 	| moon_dis: 148.5
378 Holmia (A893 XA)               	| RA, DEC 18 26 12.88 -15 02 26.4	| EL, AZ: 72.8  29.6 	| Mag: 13.9 	| moon_dis: 139.1
451 Patientia (A899 XA)            	| RA, DEC 19 11 38.02 -29 51 09.0	| EL, AZ: 72.6  93.7 	| Mag: 11.3 	| moon_dis: 148.8
2013 Tucapel (1971 UH4)            	| RA, DEC 19 09 59.17 -26 16 36.3	| EL, AZ: 72.2  81.8 	| Mag: 13.4 	| moon_dis: 149.3
372 Palma (A893 QB)                	| RA, DEC 17 46 56.82 -48 35 17.4	| EL, AZ: 71.6  182.1	| Mag: 13.4 	| moon_dis: 127.4
108 Hecuba (A869 GB)               	| RA, DEC 16 26 15.55 -27 26 53.0	| EL, AZ: 71.2  273.1	| Mag: 13.0 	| moon_dis: 112.9
469 Argentina (A901 DC)            	| RA, DEC 16 26 00.93 -36 37 01.4	| EL, AZ: 71.2  244.4	| Mag: 13.5 	| moon_dis: 113.9
8 Flora (A847 UA)                  	| RA, DEC 19 07 46.26 -22 11 43.3	| EL, AZ: 71.1  69.2 	| Mag: 9.1  	| moon_dis: 149.3
175 Andromache (A877 TA)           	| RA, DEC 16 27 43.92 -25 46 56.6	| EL, AZ: 71.1  278.3	| Mag: 13.3 	| moon_dis: 113.0
976 Benjamina (A922 FD)            	| RA, DEC 18 42 56.73 -15 27 18.8	| EL, AZ: 71.1  41.5 	| Mag: 13.9 	| moon_dis: 143.2
850 Altona (A916 FG)               	| RA, DEC 18 53 37.83 -16 37 23.0	| EL, AZ: 70.3  49.7 	| Mag: 13.3 	| moon_dis: 145.9
121 Hermione (A872 JA)             	| RA, DEC 16 27 07.69 -23 00 32.1	| EL, AZ: 69.9  285.9	| Mag: 13.0 	| moon_dis: 112.4
127 Johanna (A872 VB)              	| RA, DEC 16 13 48.96 -30 10 49.6	| EL, AZ: 69.0  263.8	| Mag: 13.2 	| moon_dis: 110.6
260 Huberta (A886 TA)              	| RA, DEC 18 54 24.40 -14 52 33.3	| EL, AZ: 68.9  46.7 	| Mag: 13.9 	| moon_dis: 145.8
1304 Arosa (1928 KC)               	| RA, DEC 19 31 37.12 -34 08 42.5	| EL, AZ: 68.5  106.9	| Mag: 13.4 	| moon_dis: 151.0
1048 Feodosia (A924 WQ)            	| RA, DEC 16 11 16.57 -35 20 32.6	| EL, AZ: 68.4  249.5	| Mag: 13.2 	| moon_dis: 110.8
205 Martha (A879 TB)               	| RA, DEC 17 55 15.09 -08 38 20.1	| EL, AZ: 68.4  2.5  	| Mag: 13.6 	| moon_dis: 130.3
468 Lina (A901 BC)                 	| RA, DEC 19 24 59.31 -22 41 56.8	| EL, AZ: 67.8  75.6 	| Mag: 13.4 	| moon_dis: 153.2
159 Aemilia (A876 BA)              	| RA, DEC 16 35 40.93 -15 36 00.5	| EL, AZ: 67.3  305.8	| Mag: 13.7 	| moon_dis: 113.0
481 Emita (A902 CB)                	| RA, DEC 16 12 29.10 -24 08 04.8	| EL, AZ: 67.3  279.4	| Mag: 13.9 	| moon_dis: 109.3
51 Nemausa (A858 BA)               	| RA, DEC 17 39 13.95 -07 13 03.6	| EL, AZ: 66.8  352.3	| Mag: 11.2 	| moon_dis: 126.1
804 Hispania (A915 FK)             	| RA, DEC 16 14 57.88 -43 43 44.8	| EL, AZ: 66.7  227.9	| Mag: 12.2 	| moon_dis: 112.2
123 Brunhild (A872 OB)             	| RA, DEC 16 05 08.07 -27 22 42.9	| EL, AZ: 66.6  270.2	| Mag: 13.9 	| moon_dis: 108.3
216 Kleopatra (A880 GB)            	| RA, DEC 17 43 04.13 -06 54 39.9	| EL, AZ: 66.6  354.7	| Mag: 11.5 	| moon_dis: 127.0
847 Agnia (A915 RP)                	| RA, DEC 19 26 03.53 -20 35 56.3	| EL, AZ: 66.6  71.1 	| Mag: 13.8 	| moon_dis: 153.7
412 Elisabetha (A896 AB)           	| RA, DEC 16 33 55.51 -14 21 42.2	| EL, AZ: 66.2  307.3	| Mag: 13.5 	| moon_dis: 112.3
60 Echo (A860 RB)                  	| RA, DEC 19 17 25.82 -16 39 21.5	| EL, AZ: 66.1  60.1 	| Mag: 12.4 	| moon_dis: 151.5
455 Bruchsalia (A900 KC)           	| RA, DEC 19 42 59.90 -35 25 34.1	| EL, AZ: 66.0  109.7	| Mag: 11.2 	| moon_dis: 152.3
119 Althaea (A872 GA)              	| RA, DEC 16 27 41.03 -14 25 14.9	| EL, AZ: 65.1  304.7	| Mag: 12.6 	| moon_dis: 110.9
31 Euphrosyne (A854 RA)            	| RA, DEC 18 01 34.34 -55 19 31.1	| EL, AZ: 64.8  176.4	| Mag: 12.7 	| moon_dis: 126.9
18 Melpomene (A852 MA)             	| RA, DEC 18 56 48.45 -10 11 29.0	| EL, AZ: 64.8  40.6 	| Mag: 8.9  	| moon_dis: 145.4
24 Themis (A853 GA)                	| RA, DEC 16 02 50.24 -21 20 50.0	| EL, AZ: 64.1  283.5	| Mag: 12.5 	| moon_dis: 106.6
182 Elsa (A878 CC)                 	| RA, DEC 19 41 01.85 -21 46 11.0	| EL, AZ: 64.0  77.4 	| Mag: 12.3 	| moon_dis: 157.0
674 Rachele (A908 UK)              	| RA, DEC 15 52 29.79 -25 23 07.7	| EL, AZ: 63.4  273.0	| Mag: 13.0 	| moon_dis: 105.1
48 Doris (A857 SA)                 	| RA, DEC 16 19 10.13 -13 03 48.4	| EL, AZ: 62.7  303.7	| Mag: 12.5 	| moon_dis: 108.5
21 Lutetia (A852 VA)               	| RA, DEC 15 57 10.25 -20 34 39.3	| EL, AZ: 62.6  283.7	| Mag: 11.1 	| moon_dis: 105.1
409 Aspasia (A895 XC)              	| RA, DEC 19 03 07.03 -08 29 44.6	| EL, AZ: 62.5  41.2 	| Mag: 10.8 	| moon_dis: 146.4
29 Amphitrite (A854 EB)            	| RA, DEC 15 43 47.73 -28 10 53.5	| EL, AZ: 62.2  266.0	| Mag: 10.5 	| moon_dis: 103.8
949 Hel (A921 EM)                  	| RA, DEC 19 59 47.57 -27 56 08.4	| EL, AZ: 61.9  93.3 	| Mag: 13.6 	| moon_dis: 159.3
663 Gerlinde (A908 MB)             	| RA, DEC 18 23 06.12 -03 01 18.9	| EL, AZ: 61.8  16.8 	| Mag: 13.8 	| moon_dis: 135.2
66 Maja (A861 GA)                  	| RA, DEC 20 00 36.56 -25 12 14.3	| EL, AZ: 61.0  87.8 	| Mag: 13.3 	| moon_dis: 160.6
556 Phyllis (A905 AD)              	| RA, DEC 15 44 09.25 -23 21 43.0	| EL, AZ: 60.9  275.8	| Mag: 14.0 	| moon_dis: 102.8
466 Tisiphone (A901 BB)            	| RA, DEC 15 28 48.00 -34 08 24.8	| EL, AZ: 59.8  253.0	| Mag: 13.8 	| moon_dis: 102.0
139 Juewa (A874 TA)                	| RA, DEC 20 14 44.84 -35 03 38.0	| EL, AZ: 59.6  108.5	| Mag: 12.4 	| moon_dis: 157.4
780 Armenia (A914 BJ)              	| RA, DEC 17 11 10.18 -00 38 57.1	| EL, AZ: 58.9  340.1	| Mag: 13.9 	| moon_dis: 117.5
28 Bellona (A854 EA)               	| RA, DEC 16 10 57.15 -09 23 35.7	| EL, AZ: 58.7  306.3	| Mag: 12.2 	| moon_dis: 105.7
2379 Heiskanen (1941 ST)           	| RA, DEC 20 03 53.04 -19 54 57.0	| EL, AZ: 58.4  78.6 	| Mag: 13.9 	| moon_dis: 162.6
921 Jovita (A919 RD)               	| RA, DEC 17 59 25.78 +01 24 06.6	| EL, AZ: 58.3  3.7  	| Mag: 13.9 	| moon_dis: 128.0
57 Mnemosyne (A859 SA)             	| RA, DEC 18 46 24.29 -01 19 58.2	| EL, AZ: 58.3  26.8 	| Mag: 11.9 	| moon_dis: 139.9
258 Tyche (A886 JA)                	| RA, DEC 16 30 41.92 -04 20 08.6	| EL, AZ: 57.9  319.6	| Mag: 12.4 	| moon_dis: 109.0
485 Genua (A902 JC)                	| RA, DEC 19 03 08.35 -02 41 56.3	| EL, AZ: 57.6  35.0 	| Mag: 13.1 	| moon_dis: 144.2
1105 Fragaria (1929 AB)            	| RA, DEC 20 12 39.25 -20 20 11.7	| EL, AZ: 56.7  80.9 	| Mag: 13.9 	| moon_dis: 164.5
363 Padua (A893 FD)                	| RA, DEC 15 29 08.43 -20 06 17.0	| EL, AZ: 56.5  279.0	| Mag: 13.8 	| moon_dis: 98.7 
1245 Calvinia (1932 KF)            	| RA, DEC 20 08 59.03 -17 32 21.1	| EL, AZ: 56.2  75.7 	| Mag: 13.7 	| moon_dis: 163.9
267 Tirza (A887 KB)                	| RA, DEC 20 25 19.10 -26 33 46.1	| EL, AZ: 56.1  93.3 	| Mag: 13.6 	| moon_dis: 164.9
125 Liberatrix (A872 RA)           	| RA, DEC 20 08 36.06 -13 59 42.9	| EL, AZ: 54.5  70.3 	| Mag: 12.2 	| moon_dis: 163.3
480 Hansa (A901 KB)                	| RA, DEC 18 46 57.61 +02 50 08.8	| EL, AZ: 54.4  24.2 	| Mag: 12.3 	| moon_dis: 138.0
1819 Laputa (1948 PC)              	| RA, DEC 20 20 35.95 -17 14 51.6	| EL, AZ: 53.6  77.5 	| Mag: 13.4 	| moon_dis: 166.6
346 Hermentaria (A892 WC)          	| RA, DEC 15 27 59.02 -14 39 14.8	| EL, AZ: 53.6  287.1	| Mag: 12.4 	| moon_dis: 96.9 
97 Klotho (A868 DB)                	| RA, DEC 15 56 16.21 -05 19 21.2	| EL, AZ: 53.2  306.7	| Mag: 13.4 	| moon_dis: 101.0
559 Nanon (A905 EB)                	| RA, DEC 15 33 29.84 -11 09 31.3	| EL, AZ: 52.8  293.2	| Mag: 13.9 	| moon_dis: 97.3 
276 Adelheid (A888 HA)             	| RA, DEC 16 06 44.03 -00 55 06.6	| EL, AZ: 51.6  314.7	| Mag: 14.0 	| moon_dis: 102.3
849 Ara (A915 UB)                  	| RA, DEC 18 52 57.27 +05 13 02.1	| EL, AZ: 51.6  25.1 	| Mag: 11.8 	| moon_dis: 138.1
563 Suleika (A905 GD)              	| RA, DEC 15 19 08.99 -14 12 03.0	| EL, AZ: 51.6  285.9	| Mag: 14.0 	| moon_dis: 94.7 
1458 Mineura (1937 RC)             	| RA, DEC 19 32 32.82 +00 09 13.4	| EL, AZ: 51.2  42.9 	| Mag: 14.0 	| moon_dis: 149.1
70 Panopaea (A861 JA)              	| RA, DEC 14 57 05.61 -24 04 54.4	| EL, AZ: 51.0  268.1	| Mag: 12.1 	| moon_dis: 92.7 
479 Caprera (A901 VK)              	| RA, DEC 20 29 52.31 -15 23 44.9	| EL, AZ: 50.8  76.6 	| Mag: 13.6 	| moon_dis: 168.7
324 Bamberga (A892 DA)             	| RA, DEC 20 51 19.81 -27 30 27.3	| EL, AZ: 50.7  97.4 	| Mag: 9.8  	| moon_dis: 168.1
769 Tatjana (A913 TD)              	| RA, DEC 20 58 54.78 -29 29 09.3	| EL, AZ: 49.6  101.0	| Mag: 12.8 	| moon_dis: 167.0
345 Tercidina (A892 WB)            	| RA, DEC 20 01 40.44 -03 41 50.6	| EL, AZ: 49.4  55.5 	| Mag: 12.4 	| moon_dis: 157.2
776 Berbericia (A914 BE)           	| RA, DEC 15 10 56.63 -11 46 46.6	| EL, AZ: 48.6  287.5	| Mag: 13.1 	| moon_dis: 92.1 
92 Undina (A867 NA)                	| RA, DEC 15 13 18.88 -10 34 13.3	| EL, AZ: 48.4  289.5	| Mag: 12.2 	| moon_dis: 92.3 
313 Chaldaea (A891 QB)             	| RA, DEC 20 11 05.21 -04 30 24.5	| EL, AZ: 48.2  58.8 	| Mag: 13.2 	| moon_dis: 159.6
269 Justitia (A887 SA)             	| RA, DEC 15 14 05.34 -09 48 36.6	| EL, AZ: 48.1  290.6	| Mag: 13.2 	| moon_dis: 92.3 
325 Heidelberga (A892 EA)          	| RA, DEC 21 00 44.01 -25 00 21.9	| EL, AZ: 48.0  94.6 	| Mag: 13.9 	| moon_dis: 171.3
388 Charybdis (A894 ED)            	| RA, DEC 21 01 15.90 -24 51 25.4	| EL, AZ: 47.8  94.5 	| Mag: 12.9 	| moon_dis: 171.5
1058 Grubba (1925 MA)              	| RA, DEC 20 36 24.56 -10 10 34.9	| EL, AZ: 46.7  71.1 	| Mag: 13.3 	| moon_dis: 168.0
3 Juno (A804 RA)                   	| RA, DEC 20 18 02.10 -04 09 16.2	| EL, AZ: 46.7  60.1 	| Mag: 9.2  	| moon_dis: 160.6
362 Havnia (A893 EG)               	| RA, DEC 14 35 07.82 -21 30 56.9	| EL, AZ: 45.4  269.0	| Mag: 13.9 	| moon_dis: 87.0 
872 Holda (A917 KH)                	| RA, DEC 20 36 54.52 -07 12 19.7	| EL, AZ: 44.9  67.8 	| Mag: 14.0 	| moon_dis: 166.1
660 Crescentia (A908 AN)           	| RA, DEC 15 38 56.96 +02 20 51.8	| EL, AZ: 44.7  309.8	| Mag: 13.1 	| moon_dis: 94.6 
365 Corduba (A893 FF)              	| RA, DEC 20 22 03.98 -01 20 58.5	| EL, AZ: 44.0  58.1 	| Mag: 13.3 	| moon_dis: 159.3
287 Nephthys (A889 QA)             	| RA, DEC 20 53 59.50 -11 47 23.3	| EL, AZ: 43.9  76.4 	| Mag: 11.3 	| moon_dis: 172.4
462 Eriphyla (A900 UJ)             	| RA, DEC 21 08 58.49 -18 17 55.5	| EL, AZ: 43.7  86.7 	| Mag: 13.2 	| moon_dis: 177.9
694 Ekard (A909 VC)                	| RA, DEC 14 49 54.51 -10 15 48.3	| EL, AZ: 43.4  285.3	| Mag: 13.7 	| moon_dis: 86.8 
174 Phaedra (A877 RA)              	| RA, DEC 14 10 45.27 -29 13 28.8	| EL, AZ: 42.6  256.4	| Mag: 12.9 	| moon_dis: 84.7 
135 Hertha (A874 DA)               	| RA, DEC 14 27 59.28 -17 46 41.5	| EL, AZ: 42.3  272.9	| Mag: 12.4 	| moon_dis: 84.2 
818 Kapteynia (A916 DF)            	| RA, DEC 21 40 45.77 -34 31 02.7	| EL, AZ: 42.0  110.8	| Mag: 13.8 	| moon_dis: 161.8
173 Ino (A877 PA)                  	| RA, DEC 15 12 09.61 -00 06 55.7	| EL, AZ: 41.7  300.9	| Mag: 13.5 	| moon_dis: 89.0 
1631 Kopff (1936 UC)               	| RA, DEC 21 41 26.76 -30 19 40.6	| EL, AZ: 40.9  105.4	| Mag: 14.0 	| moon_dis: 165.6
304 Olga (A891 CB)                 	| RA, DEC 15 24 05.17 +04 10 21.1	| EL, AZ: 40.8  307.7	| Mag: 14.0 	| moon_dis: 90.6 
116 Sirona (A871 RA)               	| RA, DEC 14 25 53.43 -14 11 10.1	| EL, AZ: 40.3  276.8	| Mag: 12.7 	| moon_dis: 82.5 
498 Tokio (A902 XA)                	| RA, DEC 14 37 54.18 -08 18 18.0	| EL, AZ: 39.9  285.4	| Mag: 13.6 	| moon_dis: 83.3 
144 Vibilia (A875 LA)              	| RA, DEC 14 24 44.63 -12 25 25.4	| EL, AZ: 39.2  278.7	| Mag: 13.4 	| moon_dis: 81.6 
490 Veritas (A902 RE)              	| RA, DEC 21 07 09.72 -05 52 44.1	| EL, AZ: 38.0  72.1 	| Mag: 13.3 	| moon_dis: 168.5
472 Roma (A901 NA)                 	| RA, DEC 14 53 41.36 +01 37 06.4	| EL, AZ: 37.1  298.6	| Mag: 13.9 	| moon_dis: 84.1 
704 Interamnia (A910 TC)           	| RA, DEC 13 47 00.56 -26 39 33.8	| EL, AZ: 36.8  257.6	| Mag: 12.5 	| moon_dis: 78.9 
456 Abnoba (A900 LA)               	| RA, DEC 20 42 08.03 +05 17 23.5	| EL, AZ: 35.8  56.3 	| Mag: 12.9 	| moon_dis: 156.0
558 Carmen (A905 CK)               	| RA, DEC 21 34 14.07 -11 58 27.3	| EL, AZ: 35.5  82.9 	| Mag: 13.6 	| moon_dis: 173.3
397 Vienna (A894 YA)               	| RA, DEC 20 47 28.27 +05 03 04.8	| EL, AZ: 35.0  57.6 	| Mag: 12.4 	| moon_dis: 156.7
79 Eurynome (A863 RA)              	| RA, DEC 14 08 40.35 -10 26 21.2	| EL, AZ: 34.8  278.4	| Mag: 13.0 	| moon_dis: 77.2 
38 Leda (A856 AA)                  	| RA, DEC 21 35 43.31 -11 05 54.9	| EL, AZ: 34.7  82.2 	| Mag: 13.3 	| moon_dis: 172.4
478 Tergeste (A901 SC)             	| RA, DEC 21 02 35.15 +01 59 04.3	| EL, AZ: 34.2  63.4 	| Mag: 13.0 	| moon_dis: 160.6
349 Dembowska (A892 XB)            	| RA, DEC 22 05 17.75 -24 35 23.8	| EL, AZ: 34.0  100.6	| Mag: 10.1 	| moon_dis: 166.4
306 Unitas (A891 EA)               	| RA, DEC 21 39 18.24 -10 42 17.1	| EL, AZ: 33.8  82.3 	| Mag: 11.2 	| moon_dis: 171.5
599 Luisa (A906 HF)                	| RA, DEC 13 52 23.91 -14 43 03.2	| EL, AZ: 33.3  271.6	| Mag: 13.8 	| moon_dis: 75.1 
154 Bertha (A875 VD)               	| RA, DEC 13 46 33.01 -17 32 46.7	| EL, AZ: 33.3  267.8	| Mag: 13.1 	| moon_dis: 74.9 
389 Industria (A894 EE)            	| RA, DEC 21 39 03.50 -07 15 00.1	| EL, AZ: 32.1  78.7 	| Mag: 12.1 	| moon_dis: 168.7
93 Minerva (A867 QA)               	| RA, DEC 13 33 17.06 -17 38 41.3	| EL, AZ: 30.5  266.2	| Mag: 12.6 	| moon_dis: 72.1 
582 Olympia (A906 BM)              	| RA, DEC 21 20 43.67 +02 33 24.3	| EL, AZ: 30.3  66.2 	| Mag: 13.9 	| moon_dis: 160.3
148 Gallia (A875 PA)               	| RA, DEC 14 58 35.55 +13 17 54.9	| EL, AZ: 29.8  309.7	| Mag: 13.3 	| moon_dis: 81.9 
354 Eleonora (A893 BC)             	| RA, DEC 21 59 47.01 -10 52 37.6	| EL, AZ: 29.4  85.3 	| Mag: 10.9 	| moon_dis: 167.8
13 Egeria (A850 VA)                	| RA, DEC 13 34 15.23 -11 52 07.7	| EL, AZ: 28.1  272.2	| Mag: 12.0 	| moon_dis: 69.9 
264 Libussa (A886 YA)              	| RA, DEC 22 35 44.27 -25 37 48.2	| EL, AZ: 28.0  104.7	| Mag: 12.5 	| moon_dis: 159.7
374 Burgundia (A893 SA)            	| RA, DEC 13 40 30.23 -08 24 40.1	| EL, AZ: 27.8  276.5	| Mag: 13.7 	| moon_dis: 70.0 
347 Pariana (A892 WD)              	| RA, DEC 22 37 19.31 -23 11 19.8	| EL, AZ: 26.7  102.3	| Mag: 13.7 	| moon_dis: 160.1
736 Harvard (A912 WC)              	| RA, DEC 22 24 14.69 -09 34 18.6	| EL, AZ: 23.5  87.3 	| Mag: 13.7 	| moon_dis: 161.9
100 Hekate (A868 NA)               	| RA, DEC 22 29 10.79 -11 43 30.5	| EL, AZ: 23.5  90.0 	| Mag: 11.8 	| moon_dis: 161.6
233 Asterope (A883 JA)             	| RA, DEC 13 16 30.21 -08 04 31.0	| EL, AZ: 22.4  273.5	| Mag: 13.8 	| moon_dis: 64.4 
476 Hedwig (A901 QB)               	| RA, DEC 22 12 24.04 -01 24 55.6	| EL, AZ: 21.9  78.1 	| Mag: 12.6 	| moon_dis: 159.1
69 Hesperia (A861 HC)              	| RA, DEC 13 23 55.77 -03 13 32.8	| EL, AZ: 21.6  279.1	| Mag: 12.9 	| moon_dis: 64.3 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-07-16 01:00 -- UTC: 2026-07-16 04:00
488 Kreusa (A902 MC)               	| RA, DEC 18 41 14.83 -28 49 38.2	| EL, AZ: 87.4  302.4	| Mag: 12.8 	| moon_dis: 141.8
37 Fides (A855 TB)                 	| RA, DEC 18 42 37.35 -27 39 19.7	| EL, AZ: 86.8  323.0	| Mag: 11.5 	| moon_dis: 142.3
128 Nemesis (A872 WA)              	| RA, DEC 19 02 53.31 -27 51 09.1	| EL, AZ: 86.5  46.6 	| Mag: 11.4 	| moon_dis: 146.7
451 Patientia (A899 XA)            	| RA, DEC 19 11 35.80 -29 51 20.7	| EL, AZ: 85.6  85.7 	| Mag: 11.3 	| moon_dis: 148.0
503 Evelyn (A903 BL)               	| RA, DEC 19 06 49.81 -27 10 10.6	| EL, AZ: 85.4  48.3 	| Mag: 13.8 	| moon_dis: 147.7
2013 Tucapel (1971 UH4)            	| RA, DEC 19 09 56.73 -26 16 57.3	| EL, AZ: 84.3  46.6 	| Mag: 13.4 	| moon_dis: 148.5
407 Arachne (A895 TB)              	| RA, DEC 18 55 00.31 -24 30 30.5	| EL, AZ: 84.2  8.0  	| Mag: 12.6 	| moon_dis: 145.5
785 Zwetana (A914 FD)              	| RA, DEC 18 28 38.22 -34 52 57.0	| EL, AZ: 83.4  224.4	| Mag: 12.6 	| moon_dis: 138.0
8 Flora (A847 UA)                  	| RA, DEC 19 07 43.48 -22 11 55.8	| EL, AZ: 81.1  25.2 	| Mag: 9.1  	| moon_dis: 148.6
1304 Arosa (1928 KC)               	| RA, DEC 19 31 34.82 -34 08 59.4	| EL, AZ: 80.7  117.0	| Mag: 13.4 	| moon_dis: 150.3
211 Isolda (A879 XA)               	| RA, DEC 18 37 46.16 -21 18 12.2	| EL, AZ: 80.5  340.2	| Mag: 13.0 	| moon_dis: 141.6
468 Lina (A901 BC)                 	| RA, DEC 19 24 57.16 -22 42 01.1	| EL, AZ: 79.3  46.6 	| Mag: 13.4 	| moon_dis: 152.5
840 Zenobia (A916 SN)              	| RA, DEC 18 37 15.17 -20 03 55.7	| EL, AZ: 79.3  341.6	| Mag: 14.0 	| moon_dis: 141.5
800 Kressmannia (A915 FG)          	| RA, DEC 17 56 04.02 -29 46 16.9	| EL, AZ: 78.0  268.7	| Mag: 12.9 	| moon_dis: 131.9
455 Bruchsalia (A900 KC)           	| RA, DEC 19 42 57.43 -35 25 58.5	| EL, AZ: 78.0  118.7	| Mag: 11.2 	| moon_dis: 151.6
847 Agnia (A915 RP)                	| RA, DEC 19 26 01.23 -20 35 59.2	| EL, AZ: 77.6  40.7 	| Mag: 13.8 	| moon_dis: 152.9
160 Una (A876 DA)                  	| RA, DEC 17 51 57.60 -29 08 46.3	| EL, AZ: 77.1  271.1	| Mag: 13.4 	| moon_dis: 131.1
850 Altona (A916 FG)               	| RA, DEC 18 53 35.82 -16 37 42.3	| EL, AZ: 76.3  2.1  	| Mag: 13.3 	| moon_dis: 145.1
182 Elsa (A878 CC)                 	| RA, DEC 19 40 59.25 -21 46 19.2	| EL, AZ: 76.0  55.4 	| Mag: 12.3 	| moon_dis: 156.3
60 Echo (A860 RB)                  	| RA, DEC 19 17 23.34 -16 39 27.2	| EL, AZ: 75.1  24.9 	| Mag: 12.4 	| moon_dis: 150.8
163 Erigone (A876 HC)              	| RA, DEC 18 21 29.47 -17 02 59.2	| EL, AZ: 75.1  330.9	| Mag: 14.0 	| moon_dis: 137.5
976 Benjamina (A922 FD)            	| RA, DEC 18 42 54.85 -15 27 18.6	| EL, AZ: 75.1  351.9	| Mag: 13.9 	| moon_dis: 142.4
949 Hel (A921 EM)                  	| RA, DEC 19 59 45.07 -27 56 06.6	| EL, AZ: 74.9  85.2 	| Mag: 13.6 	| moon_dis: 158.5
260 Huberta (A886 TA)              	| RA, DEC 18 54 22.60 -14 52 39.2	| EL, AZ: 74.6  2.5  	| Mag: 13.9 	| moon_dis: 145.1
66 Maja (A861 GA)                  	| RA, DEC 20 00 34.11 -25 12 20.9	| EL, AZ: 73.9  75.7 	| Mag: 13.3 	| moon_dis: 159.8
378 Holmia (A893 XA)               	| RA, DEC 18 26 10.83 -15 02 26.4	| EL, AZ: 73.7  337.6	| Mag: 13.9 	| moon_dis: 138.4
139 Juewa (A874 TA)                	| RA, DEC 20 14 42.25 -35 03 43.0	| EL, AZ: 71.9  110.6	| Mag: 12.4 	| moon_dis: 156.8
2379 Heiskanen (1941 ST)           	| RA, DEC 20 03 51.12 -19 55 03.1	| EL, AZ: 70.6  61.7 	| Mag: 13.9 	| moon_dis: 161.8
199 Byblis (A879 NA)               	| RA, DEC 17 25 26.84 -25 34 44.1	| EL, AZ: 70.5  278.5	| Mag: 12.4 	| moon_dis: 125.2
18 Melpomene (A852 MA)             	| RA, DEC 18 56 45.91 -10 11 44.9	| EL, AZ: 69.9  3.7  	| Mag: 8.9  	| moon_dis: 144.7
1105 Fragaria (1929 AB)            	| RA, DEC 20 12 37.29 -20 20 28.2	| EL, AZ: 69.2  66.1 	| Mag: 13.9 	| moon_dis: 163.8
267 Tirza (A887 KB)                	| RA, DEC 20 25 16.94 -26 33 59.3	| EL, AZ: 69.1  85.4 	| Mag: 13.6 	| moon_dis: 164.1
540 Rosamunde (A904 PE)            	| RA, DEC 17 54 36.67 -13 52 38.1	| EL, AZ: 69.0  318.1	| Mag: 13.7 	| moon_dis: 130.6
231 Vindobona (A882 RB)            	| RA, DEC 17 13 14.13 -30 53 54.6	| EL, AZ: 68.9  261.8	| Mag: 13.4 	| moon_dis: 122.7
814 Tauris (A916 AE)               	| RA, DEC 17 20 05.38 -24 04 47.2	| EL, AZ: 68.8  281.3	| Mag: 13.8 	| moon_dis: 123.9
1245 Calvinia (1932 KF)            	| RA, DEC 20 08 56.97 -17 32 29.3	| EL, AZ: 68.2  58.5 	| Mag: 13.7 	| moon_dis: 163.1
409 Aspasia (A895 XC)              	| RA, DEC 19 03 04.75 -08 29 42.2	| EL, AZ: 68.1  7.6  	| Mag: 10.8 	| moon_dis: 145.7
372 Palma (A893 QB)                	| RA, DEC 17 46 54.61 -48 35 04.1	| EL, AZ: 68.0  209.1	| Mag: 13.4 	| moon_dis: 126.7
797 Montana (A914 WG)              	| RA, DEC 17 26 26.07 -18 50 47.8	| EL, AZ: 67.6  295.6	| Mag: 13.9 	| moon_dis: 124.8
14 Irene (A851 KA)                 	| RA, DEC 17 08 12.02 -24 20 39.8	| EL, AZ: 66.4  278.1	| Mag: 10.3 	| moon_dis: 121.2
210 Isabella (A879 VA)             	| RA, DEC 17 01 55.97 -29 03 35.6	| EL, AZ: 66.2  265.8	| Mag: 14.0 	| moon_dis: 120.2
125 Liberatrix (A872 RA)           	| RA, DEC 20 08 33.97 -13 59 51.9	| EL, AZ: 65.9  51.6 	| Mag: 12.2 	| moon_dis: 162.7
1819 Laputa (1948 PC)              	| RA, DEC 20 20 34.13 -17 15 28.0	| EL, AZ: 65.9  62.3 	| Mag: 13.4 	| moon_dis: 165.9
527 Euryanthe (A904 FC)            	| RA, DEC 17 22 05.24 -16 08 33.8	| EL, AZ: 65.2  299.5	| Mag: 14.0 	| moon_dis: 123.3
